"pid","tpc","qn","ans"
1348,"Cognitive Skills","heard-of-last-week","no"
1348,"Cognitive Skills","how-often-talk-colleagues","2"
1348,"Cognitive Skills","how-often-talk-family","4"
1348,"Cognitive Skills","important","4"
1348,"Cognitive Skills","interesting","3"
1348,"Cognitive Skills","learn-more","5"
1348,"Cognitive Skills","understandable","2"
1349,"Neuroscience","controversial","7"
1349,"Neuroscience","familiar","7"
1349,"Neuroscience","heard-of-last-week","no"
1349,"Neuroscience","how-often-talk-colleagues","1"
1349,"Neuroscience","how-often-talk-family","1"
1349,"Neuroscience","important","7"
1349,"Neuroscience","interesting","7"
1349,"Neuroscience","learn-more","7"
1349,"Neuroscience","understandable","7"
1349,"Health","controversial","7"
1349,"Health","familiar","7"
1349,"Health","heard-of-last-week","yes"
1349,"Health","how-often-talk-colleagues","3"
1349,"Health","how-often-talk-family","3"
1349,"Health","important","7"
1349,"Health","interesting","7"
1349,"Health","learn-more","7"
1349,"Health","understandable","7"
1349,"Self-control","controversial","4"
1349,"Self-control","familiar","7"
1349,"Self-control","heard-of-last-week","yes"
1349,"Self-control","how-often-talk-colleagues","4"
1349,"Self-control","how-often-talk-family","4"
1349,"Self-control","important","7"
1349,"Self-control","interesting","7"
1349,"Self-control","learn-more","7"
1349,"Self-control","understandable","7"
1349,"Covid","controversial","7"
1349,"Covid","familiar","7"
1349,"Covid","heard-of-last-week","yes"
1349,"Covid","how-often-talk-colleagues","2"
1349,"Covid","how-often-talk-family","2"
1349,"Covid","important","7"
1349,"Covid","interesting","7"
1349,"Covid","learn-more","7"
1349,"Covid","understandable","7"
1349,"AI","controversial","7"
1349,"AI","familiar","7"
1349,"AI","heard-of-last-week","yes"
1349,"AI","how-often-talk-colleagues","7"
1349,"AI","how-often-talk-family","7"
1349,"AI","important","7"
1349,"AI","interesting","7"
1349,"AI","learn-more","7"
1349,"AI","understandable","7"
1349,"Environment","controversial","7"
1349,"Environment","familiar","7"
1349,"Environment","heard-of-last-week","yes"
1349,"Environment","how-often-talk-colleagues","2"
1349,"Environment","how-often-talk-family","2"
1349,"Environment","important","7"
1349,"Environment","interesting","7"
1349,"Environment","learn-more","7"
1349,"Environment","understandable","7"
1349,"Socioeconomic Inequality","controversial","7"
1349,"Socioeconomic Inequality","familiar","7"
1349,"Socioeconomic Inequality","heard-of-last-week","yes"
1349,"Socioeconomic Inequality","how-often-talk-colleagues","4"
1349,"Socioeconomic Inequality","how-often-talk-family","4"
1349,"Socioeconomic Inequality","important","7"
1349,"Socioeconomic Inequality","interesting","7"
1349,"Socioeconomic Inequality","learn-more","7"
1349,"Socioeconomic Inequality","understandable","7"
1349,"Sports","controversial","1"
1349,"Sports","familiar","7"
1349,"Sports","heard-of-last-week","yes"
1349,"Sports","how-often-talk-colleagues","2"
1349,"Sports","how-often-talk-family","2"
1349,"Sports","important","1"
1349,"Sports","interesting","1"
1349,"Sports","learn-more","1"
1349,"Sports","understandable","7"
1349,"Addiction","controversial","7"
1349,"Addiction","familiar","7"
1349,"Addiction","heard-of-last-week","yes"
1349,"Addiction","how-often-talk-colleagues","3"
1349,"Addiction","how-often-talk-family","3"
1349,"Addiction","important","7"
1349,"Addiction","interesting","7"
1349,"Addiction","learn-more","7"
1349,"Addiction","understandable","7"
1349,"Politics","controversial","7"
1349,"Politics","familiar","7"
1349,"Politics","heard-of-last-week","yes"
1349,"Politics","how-often-talk-colleagues","5"
1349,"Politics","how-often-talk-family","5"
1349,"Politics","important","7"
1349,"Politics","interesting","7"
1349,"Politics","learn-more","7"
1349,"Politics","understandable","7"
1349,"Gender Inequality","controversial","7"
1349,"Gender Inequality","familiar","7"
1349,"Gender Inequality","heard-of-last-week","yes"
1349,"Gender Inequality","how-often-talk-colleagues","1"
1349,"Gender Inequality","how-often-talk-family","1"
1349,"Gender Inequality","important","1"
1349,"Gender Inequality","interesting","1"
1349,"Gender Inequality","learn-more","1"
1349,"Gender Inequality","understandable","7"
1349,"Cognitive Skills","controversial","7"
1349,"Cognitive Skills","familiar","7"
1349,"Cognitive Skills","heard-of-last-week","yes"
1349,"Cognitive Skills","how-often-talk-colleagues","1"
1349,"Cognitive Skills","how-often-talk-family","1"
1349,"Cognitive Skills","important","7"
1349,"Cognitive Skills","interesting","7"
1349,"Cognitive Skills","learn-more","7"
1349,"Cognitive Skills","understandable","7"
1350,"Politics","controversial","7"
1350,"Politics","familiar","3"
1350,"Politics","heard-of-last-week","no"
1350,"Politics","how-often-talk-colleagues","1"
1350,"Politics","how-often-talk-family","6"
1350,"Politics","important","1"
1350,"Politics","interesting","1"
1350,"Politics","learn-more","3"
1350,"Politics","understandable","3"
1350,"Sports","controversial","3"
1350,"Sports","familiar","4"
1350,"Sports","heard-of-last-week","yes"
1350,"Sports","how-often-talk-colleagues","5"
1350,"Sports","how-often-talk-family","7"
1350,"Sports","important","4"
1350,"Sports","interesting","4"
1350,"Sports","learn-more","6"
1350,"Sports","understandable","6"
1350,"AI","controversial","6"
1350,"AI","familiar","3"
1350,"AI","heard-of-last-week","no"
1350,"AI","how-often-talk-colleagues","3"
1350,"AI","how-often-talk-family","3"
1350,"AI","important","5"
1350,"AI","interesting","7"
1350,"AI","learn-more","5"
1350,"AI","understandable","4"
1350,"Addiction","controversial","4"
1350,"Addiction","familiar","1"
1350,"Addiction","heard-of-last-week","no"
1350,"Addiction","how-often-talk-colleagues","6"
1350,"Addiction","how-often-talk-family","5"
1350,"Addiction","important","7"
1350,"Addiction","interesting","7"
1350,"Addiction","learn-more","3"
1350,"Addiction","understandable","4"
1350,"Cognitive Skills","controversial","6"
1350,"Cognitive Skills","familiar","2"
1350,"Cognitive Skills","heard-of-last-week","yes"
1350,"Cognitive Skills","how-often-talk-colleagues","6"
1350,"Cognitive Skills","how-often-talk-family","5"
1350,"Cognitive Skills","important","7"
1350,"Cognitive Skills","interesting","6"
1350,"Cognitive Skills","learn-more","6"
1350,"Cognitive Skills","understandable","4"
1350,"Gender Inequality","controversial","7"
1350,"Gender Inequality","familiar","6"
1350,"Gender Inequality","heard-of-last-week","no"
1350,"Gender Inequality","how-often-talk-colleagues","5"
1350,"Gender Inequality","how-often-talk-family","4"
1350,"Gender Inequality","important","6"
1350,"Gender Inequality","interesting","7"
1350,"Gender Inequality","learn-more","7"
1350,"Gender Inequality","understandable","5"
1350,"Neuroscience","controversial","1"
1350,"Neuroscience","familiar","5"
1350,"Neuroscience","heard-of-last-week","no"
1350,"Neuroscience","how-often-talk-colleagues","6"
1350,"Neuroscience","how-often-talk-family","1"
1350,"Neuroscience","important","6"
1350,"Neuroscience","interesting","4"
1350,"Neuroscience","learn-more","7"
1350,"Neuroscience","understandable","6"
1350,"Environment","controversial","5"
1350,"Environment","familiar","3"
1350,"Environment","heard-of-last-week","yes"
1350,"Environment","how-often-talk-colleagues","6"
1350,"Environment","how-often-talk-family","5"
1350,"Environment","important","5"
1350,"Environment","interesting","4"
1350,"Environment","learn-more","2"
1350,"Environment","understandable","6"
1350,"Covid","controversial","7"
1350,"Covid","familiar","4"
1350,"Covid","heard-of-last-week","yes"
1350,"Covid","how-often-talk-colleagues","5"
1350,"Covid","how-often-talk-family","3"
1350,"Covid","important","4"
1350,"Covid","interesting","5"
1350,"Covid","learn-more","4"
1350,"Covid","understandable","5"
1350,"Socioeconomic Inequality","controversial","4"
1350,"Socioeconomic Inequality","familiar","6"
1350,"Socioeconomic Inequality","heard-of-last-week","yes"
1350,"Socioeconomic Inequality","how-often-talk-colleagues","5"
1350,"Socioeconomic Inequality","how-often-talk-family","4"
1350,"Socioeconomic Inequality","important","6"
1350,"Socioeconomic Inequality","interesting","5"
1350,"Socioeconomic Inequality","learn-more","4"
1350,"Socioeconomic Inequality","understandable","4"
1350,"Self-control","controversial","1"
1350,"Self-control","familiar","4"
1350,"Self-control","heard-of-last-week","yes"
1350,"Self-control","how-often-talk-colleagues","4"
1350,"Self-control","how-often-talk-family","6"
1350,"Self-control","important","6"
1350,"Self-control","interesting","7"
1350,"Self-control","learn-more","3"
1350,"Self-control","understandable","6"
1350,"Health","controversial","6"
1350,"Health","familiar","5"
1350,"Health","heard-of-last-week","no"
1350,"Health","how-often-talk-colleagues","7"
1350,"Health","how-often-talk-family","3"
1350,"Health","important","6"
1350,"Health","interesting","7"
1350,"Health","learn-more","7"
1350,"Health","understandable","4"
1351,"Addiction","controversial","5"
1351,"Addiction","familiar","5"
1351,"Addiction","heard-of-last-week","yes"
1351,"Addiction","how-often-talk-colleagues","1"
1351,"Addiction","how-often-talk-family","1"
1351,"Addiction","important","7"
1351,"Addiction","interesting","4"
1351,"Addiction","learn-more","5"
1351,"Addiction","understandable","5"
1351,"Cognitive Skills","controversial","2"
1351,"Cognitive Skills","familiar","5"
1351,"Cognitive Skills","heard-of-last-week","yes"
1351,"Cognitive Skills","how-often-talk-colleagues","1"
1351,"Cognitive Skills","how-often-talk-family","2"
1351,"Cognitive Skills","important","7"
1351,"Cognitive Skills","interesting","6"
1351,"Cognitive Skills","learn-more","7"
1351,"Cognitive Skills","understandable","5"
1351,"Gender Inequality","controversial","6"
1351,"Gender Inequality","familiar","6"
1351,"Gender Inequality","heard-of-last-week","yes"
1351,"Gender Inequality","how-often-talk-colleagues","1"
1351,"Gender Inequality","how-often-talk-family","2"
1351,"Gender Inequality","important","7"
1351,"Gender Inequality","interesting","5"
1351,"Gender Inequality","learn-more","7"
1351,"Gender Inequality","understandable","6"
1351,"AI","controversial","6"
1351,"AI","familiar","5"
1351,"AI","heard-of-last-week","yes"
1351,"AI","how-often-talk-colleagues","3"
1351,"AI","how-often-talk-family","2"
1351,"AI","important","7"
1351,"AI","interesting","6"
1351,"AI","learn-more","7"
1351,"AI","understandable","4"
1351,"Self-control","controversial","1"
1351,"Self-control","familiar","5"
1351,"Self-control","heard-of-last-week","yes"
1351,"Self-control","how-often-talk-colleagues","1"
1351,"Self-control","how-often-talk-family","2"
1351,"Self-control","important","7"
1351,"Self-control","interesting","4"
1351,"Self-control","learn-more","6"
1351,"Self-control","understandable","5"
1351,"Sports","controversial","3"
1351,"Sports","familiar","5"
1351,"Sports","heard-of-last-week","yes"
1351,"Sports","how-often-talk-colleagues","1"
1351,"Sports","how-often-talk-family","2"
1351,"Sports","important","4"
1351,"Sports","interesting","2"
1351,"Sports","learn-more","1"
1351,"Sports","understandable","5"
1351,"Health","controversial","4"
1351,"Health","familiar","5"
1351,"Health","heard-of-last-week","yes"
1351,"Health","how-often-talk-colleagues","1"
1351,"Health","how-often-talk-family","3"
1351,"Health","important","7"
1351,"Health","interesting","5"
1351,"Health","learn-more","5"
1351,"Health","understandable","5"
1351,"Environment","controversial","4"
1351,"Environment","familiar","6"
1351,"Environment","heard-of-last-week","yes"
1351,"Environment","how-often-talk-colleagues","1"
1351,"Environment","how-often-talk-family","3"
1351,"Environment","important","7"
1351,"Environment","interesting","7"
1351,"Environment","learn-more","7"
1351,"Environment","understandable","6"
1351,"Politics","controversial","7"
1351,"Politics","familiar","5"
1351,"Politics","heard-of-last-week","yes"
1351,"Politics","how-often-talk-colleagues","2"
1351,"Politics","how-often-talk-family","2"
1351,"Politics","important","7"
1351,"Politics","interesting","6"
1351,"Politics","learn-more","7"
1351,"Politics","understandable","5"
1351,"Covid","controversial","5"
1351,"Covid","familiar","5"
1351,"Covid","heard-of-last-week","yes"
1351,"Covid","how-often-talk-colleagues","1"
1351,"Covid","how-often-talk-family","2"
1351,"Covid","important","7"
1351,"Covid","interesting","3"
1351,"Covid","learn-more","5"
1351,"Covid","understandable","6"
1351,"Socioeconomic Inequality","controversial","6"
1351,"Socioeconomic Inequality","familiar","5"
1351,"Socioeconomic Inequality","heard-of-last-week","yes"
1351,"Socioeconomic Inequality","how-often-talk-colleagues","1"
1351,"Socioeconomic Inequality","how-often-talk-family","2"
1351,"Socioeconomic Inequality","important","7"
1351,"Socioeconomic Inequality","interesting","6"
1351,"Socioeconomic Inequality","learn-more","7"
1351,"Socioeconomic Inequality","understandable","5"
1351,"Neuroscience","controversial","2"
1351,"Neuroscience","familiar","3"
1351,"Neuroscience","heard-of-last-week","no"
1351,"Neuroscience","how-often-talk-colleagues","1"
1351,"Neuroscience","how-often-talk-family","1"
1351,"Neuroscience","important","7"
1351,"Neuroscience","interesting","7"
1351,"Neuroscience","learn-more","7"
1351,"Neuroscience","understandable","4"
1352,"Health","controversial","3"
1352,"Health","familiar","3"
1352,"Health","heard-of-last-week","yes"
1352,"Health","how-often-talk-colleagues","2"
1352,"Health","how-often-talk-family","2"
1352,"Health","important","6"
1352,"Health","interesting","5"
1352,"Health","learn-more","6"
1352,"Health","understandable","5"
1352,"AI","controversial","5"
1352,"AI","familiar","3"
1352,"AI","heard-of-last-week","yes"
1352,"AI","how-often-talk-colleagues","1"
1352,"AI","how-often-talk-family","1"
1352,"AI","important","2"
1352,"AI","interesting","2"
1352,"AI","learn-more","2"
1352,"AI","understandable","5"
1352,"Neuroscience","controversial","2"
1352,"Neuroscience","familiar","2"
1352,"Neuroscience","heard-of-last-week","no"
1352,"Neuroscience","how-often-talk-colleagues","1"
1352,"Neuroscience","how-often-talk-family","1"
1352,"Neuroscience","important","6"
1352,"Neuroscience","interesting","6"
1352,"Neuroscience","learn-more","7"
1352,"Neuroscience","understandable","4"
1352,"Covid","controversial","7"
1352,"Covid","familiar","6"
1352,"Covid","heard-of-last-week","yes"
1352,"Covid","how-often-talk-colleagues","3"
1352,"Covid","how-often-talk-family","2"
1352,"Covid","important","4"
1352,"Covid","interesting","1"
1352,"Covid","learn-more","4"
1352,"Covid","understandable","4"
1352,"Cognitive Skills","controversial","3"
1352,"Cognitive Skills","familiar","5"
1352,"Cognitive Skills","heard-of-last-week","no"
1352,"Cognitive Skills","how-often-talk-colleagues","1"
1352,"Cognitive Skills","how-often-talk-family","1"
1352,"Cognitive Skills","important","6"
1352,"Cognitive Skills","interesting","6"
1352,"Cognitive Skills","learn-more","5"
1352,"Cognitive Skills","understandable","5"
1352,"Self-control","controversial","4"
1352,"Self-control","familiar","5"
1352,"Self-control","heard-of-last-week","no"
1352,"Self-control","how-often-talk-colleagues","1"
1352,"Self-control","how-often-talk-family","2"
1352,"Self-control","important","6"
1352,"Self-control","interesting","6"
1352,"Self-control","learn-more","6"
1352,"Self-control","understandable","6"
1352,"Politics","controversial","7"
1352,"Politics","familiar","3"
1352,"Politics","heard-of-last-week","yes"
1352,"Politics","how-often-talk-colleagues","1"
1352,"Politics","how-often-talk-family","3"
1352,"Politics","important","7"
1352,"Politics","interesting","5"
1352,"Politics","learn-more","6"
1352,"Politics","understandable","5"
1352,"Gender Inequality","controversial","6"
1352,"Gender Inequality","familiar","5"
1352,"Gender Inequality","heard-of-last-week","no"
1352,"Gender Inequality","how-often-talk-colleagues","1"
1352,"Gender Inequality","how-often-talk-family","1"
1352,"Gender Inequality","important","6"
1352,"Gender Inequality","interesting","3"
1352,"Gender Inequality","learn-more","3"
1352,"Gender Inequality","understandable","6"
1352,"Socioeconomic Inequality","controversial","6"
1352,"Socioeconomic Inequality","familiar","5"
1352,"Socioeconomic Inequality","heard-of-last-week","no"
1352,"Socioeconomic Inequality","how-often-talk-colleagues","2"
1352,"Socioeconomic Inequality","how-often-talk-family","1"
1352,"Socioeconomic Inequality","important","5"
1352,"Socioeconomic Inequality","interesting","3"
1352,"Socioeconomic Inequality","learn-more","3"
1352,"Socioeconomic Inequality","understandable","6"
1352,"Addiction","controversial","3"
1352,"Addiction","familiar","6"
1352,"Addiction","heard-of-last-week","yes"
1352,"Addiction","how-often-talk-colleagues","2"
1352,"Addiction","how-often-talk-family","3"
1352,"Addiction","important","7"
1352,"Addiction","interesting","7"
1352,"Addiction","learn-more","7"
1352,"Addiction","understandable","6"
1352,"Sports","controversial","4"
1352,"Sports","familiar","3"
1352,"Sports","heard-of-last-week","no"
1352,"Sports","how-often-talk-colleagues","1"
1352,"Sports","how-often-talk-family","1"
1352,"Sports","important","2"
1352,"Sports","interesting","1"
1352,"Sports","learn-more","1"
1352,"Sports","understandable","7"
1352,"Environment","controversial","5"
1352,"Environment","familiar","2"
1352,"Environment","heard-of-last-week","no"
1352,"Environment","how-often-talk-colleagues","1"
1352,"Environment","how-often-talk-family","1"
1352,"Environment","important","6"
1352,"Environment","interesting","3"
1352,"Environment","learn-more","1"
1352,"Environment","understandable","7"
1353,"Socioeconomic Inequality","controversial","7"
1353,"Socioeconomic Inequality","familiar","4"
1353,"Socioeconomic Inequality","heard-of-last-week","yes"
1353,"Socioeconomic Inequality","how-often-talk-colleagues","3"
1353,"Socioeconomic Inequality","how-often-talk-family","3"
1353,"Socioeconomic Inequality","important","7"
1353,"Socioeconomic Inequality","interesting","6"
1353,"Socioeconomic Inequality","learn-more","7"
1353,"Socioeconomic Inequality","understandable","3"
1353,"Sports","controversial","6"
1353,"Sports","familiar","4"
1353,"Sports","heard-of-last-week","yes"
1353,"Sports","how-often-talk-colleagues","3"
1353,"Sports","how-often-talk-family","3"
1353,"Sports","important","4"
1353,"Sports","interesting","4"
1353,"Sports","learn-more","4"
1353,"Sports","understandable","6"
1353,"AI","controversial","7"
1353,"AI","familiar","3"
1353,"AI","heard-of-last-week","yes"
1353,"AI","how-often-talk-colleagues","4"
1353,"AI","how-often-talk-family","4"
1353,"AI","important","7"
1353,"AI","interesting","7"
1353,"AI","learn-more","7"
1353,"AI","understandable","1"
1353,"Politics","controversial","7"
1353,"Politics","familiar","6"
1353,"Politics","heard-of-last-week","yes"
1353,"Politics","how-often-talk-colleagues","2"
1353,"Politics","how-often-talk-family","4"
1353,"Politics","important","7"
1353,"Politics","interesting","7"
1353,"Politics","learn-more","5"
1353,"Politics","understandable","2"
1353,"Addiction","controversial","3"
1353,"Addiction","familiar","2"
1353,"Addiction","heard-of-last-week","no"
1353,"Addiction","how-often-talk-colleagues","1"
1353,"Addiction","how-often-talk-family","1"
1353,"Addiction","important","3"
1353,"Addiction","interesting","3"
1353,"Addiction","learn-more","2"
1353,"Addiction","understandable","5"
1353,"Cognitive Skills","controversial","2"
1353,"Cognitive Skills","familiar","4"
1353,"Cognitive Skills","heard-of-last-week","no"
1353,"Cognitive Skills","how-often-talk-colleagues","1"
1353,"Cognitive Skills","how-often-talk-family","2"
1353,"Cognitive Skills","important","4"
1353,"Cognitive Skills","interesting","4"
1353,"Cognitive Skills","learn-more","4"
1353,"Cognitive Skills","understandable","2"
1353,"Self-control","controversial","2"
1353,"Self-control","familiar","4"
1353,"Self-control","heard-of-last-week","no"
1353,"Self-control","how-often-talk-colleagues","2"
1353,"Self-control","how-often-talk-family","2"
1353,"Self-control","important","6"
1353,"Self-control","interesting","4"
1353,"Self-control","learn-more","6"
1353,"Self-control","understandable","6"
1353,"Gender Inequality","controversial","7"
1353,"Gender Inequality","familiar","6"
1353,"Gender Inequality","heard-of-last-week","yes"
1353,"Gender Inequality","how-often-talk-colleagues","2"
1353,"Gender Inequality","how-often-talk-family","5"
1353,"Gender Inequality","important","7"
1353,"Gender Inequality","interesting","6"
1353,"Gender Inequality","learn-more","7"
1353,"Gender Inequality","understandable","6"
1353,"Neuroscience","controversial","2"
1353,"Neuroscience","familiar","1"
1353,"Neuroscience","heard-of-last-week","no"
1353,"Neuroscience","how-often-talk-colleagues","1"
1353,"Neuroscience","how-often-talk-family","1"
1353,"Neuroscience","important","6"
1353,"Neuroscience","interesting","3"
1353,"Neuroscience","learn-more","5"
1353,"Neuroscience","understandable","1"
1353,"Environment","controversial","3"
1353,"Environment","familiar","5"
1353,"Environment","heard-of-last-week","yes"
1353,"Environment","how-often-talk-colleagues","4"
1353,"Environment","how-often-talk-family","4"
1353,"Environment","important","7"
1353,"Environment","interesting","7"
1353,"Environment","learn-more","7"
1353,"Environment","understandable","7"
1353,"Covid","controversial","4"
1353,"Covid","familiar","5"
1353,"Covid","heard-of-last-week","yes"
1353,"Covid","how-often-talk-colleagues","2"
1353,"Covid","how-often-talk-family","3"
1353,"Covid","important","6"
1353,"Covid","interesting","5"
1353,"Covid","learn-more","5"
1353,"Covid","understandable","5"
1354,"Cognitive Skills","controversial","1"
1354,"Cognitive Skills","familiar","3"
1354,"Cognitive Skills","heard-of-last-week","no"
1354,"Cognitive Skills","how-often-talk-colleagues","2"
1354,"Cognitive Skills","how-often-talk-family","3"
1354,"Cognitive Skills","important","4"
1354,"Cognitive Skills","interesting","4"
1354,"Cognitive Skills","learn-more","1"
1354,"Cognitive Skills","understandable","4"
1354,"Health","controversial","2"
1354,"Health","familiar","4"
1354,"Health","heard-of-last-week","no"
1354,"Health","how-often-talk-colleagues","3"
1354,"Health","how-often-talk-family","4"
1354,"Health","important","5"
1354,"Health","interesting","5"
1354,"Health","learn-more","2"
1354,"Health","understandable","4"
1354,"Gender Inequality","controversial","1"
1354,"Gender Inequality","familiar","2"
1354,"Gender Inequality","heard-of-last-week","no"
1354,"Gender Inequality","how-often-talk-colleagues","1"
1354,"Gender Inequality","how-often-talk-family","2"
1354,"Gender Inequality","important","1"
1354,"Gender Inequality","interesting","1"
1354,"Gender Inequality","learn-more","1"
1354,"Gender Inequality","understandable","2"
1354,"Environment","controversial","5"
1354,"Environment","familiar","3"
1354,"Environment","heard-of-last-week","no"
1354,"Environment","how-often-talk-colleagues","4"
1354,"Environment","how-often-talk-family","3"
1354,"Environment","important","4"
1354,"Environment","interesting","5"
1354,"Environment","learn-more","4"
1354,"Environment","understandable","5"
1354,"Addiction","controversial","5"
1354,"Addiction","familiar","4"
1354,"Addiction","heard-of-last-week","no"
1354,"Addiction","how-often-talk-colleagues","4"
1354,"Addiction","how-often-talk-family","4"
1354,"Addiction","important","5"
1354,"Addiction","interesting","5"
1354,"Addiction","learn-more","4"
1354,"Addiction","understandable","5"
1354,"Neuroscience","controversial","2"
1354,"Neuroscience","familiar","2"
1354,"Neuroscience","heard-of-last-week","no"
1354,"Neuroscience","how-often-talk-colleagues","2"
1354,"Neuroscience","how-often-talk-family","3"
1354,"Neuroscience","important","3"
1354,"Neuroscience","interesting","2"
1354,"Neuroscience","learn-more","2"
1354,"Neuroscience","understandable","2"
1354,"Sports","controversial","6"
1354,"Sports","familiar","6"
1354,"Sports","heard-of-last-week","no"
1354,"Sports","how-often-talk-colleagues","6"
1354,"Sports","how-often-talk-family","5"
1354,"Sports","important","5"
1354,"Sports","interesting","4"
1354,"Sports","learn-more","5"
1354,"Sports","understandable","5"
1354,"Socioeconomic Inequality","controversial","5"
1354,"Socioeconomic Inequality","familiar","3"
1354,"Socioeconomic Inequality","heard-of-last-week","no"
1354,"Socioeconomic Inequality","how-often-talk-colleagues","3"
1354,"Socioeconomic Inequality","how-often-talk-family","4"
1354,"Socioeconomic Inequality","important","4"
1354,"Socioeconomic Inequality","interesting","3"
1354,"Socioeconomic Inequality","learn-more","4"
1354,"Socioeconomic Inequality","understandable","4"
1354,"Covid","controversial","5"
1354,"Covid","familiar","5"
1354,"Covid","heard-of-last-week","no"
1354,"Covid","how-often-talk-colleagues","5"
1354,"Covid","how-often-talk-family","5"
1354,"Covid","important","5"
1354,"Covid","interesting","5"
1354,"Covid","learn-more","5"
1354,"Covid","understandable","5"
1354,"Politics","controversial","4"
1354,"Politics","familiar","5"
1354,"Politics","heard-of-last-week","no"
1354,"Politics","how-often-talk-colleagues","5"
1354,"Politics","how-often-talk-family","6"
1354,"Politics","important","4"
1354,"Politics","interesting","6"
1354,"Politics","learn-more","5"
1354,"Politics","understandable","5"
1354,"Self-control","controversial","6"
1354,"Self-control","familiar","5"
1354,"Self-control","heard-of-last-week","no"
1354,"Self-control","how-often-talk-colleagues","5"
1354,"Self-control","how-often-talk-family","5"
1354,"Self-control","important","5"
1354,"Self-control","interesting","6"
1354,"Self-control","learn-more","5"
1354,"Self-control","understandable","5"
1354,"AI","controversial","3"
1354,"AI","familiar","1"
1354,"AI","heard-of-last-week","no"
1354,"AI","how-often-talk-colleagues","2"
1354,"AI","how-often-talk-family","2"
1354,"AI","important","2"
1354,"AI","interesting","3"
1354,"AI","learn-more","2"
1354,"AI","understandable","2"
1355,"Environment","controversial","7"
1355,"Environment","familiar","5"
1355,"Environment","heard-of-last-week","yes"
1355,"Environment","how-often-talk-colleagues","5"
1355,"Environment","how-often-talk-family","4"
1355,"Environment","important","7"
1355,"Environment","interesting","6"
1355,"Environment","learn-more","6"
1355,"Environment","understandable","4"
1355,"Addiction","controversial","3"
1355,"Addiction","familiar","4"
1355,"Addiction","heard-of-last-week","yes"
1355,"Addiction","how-often-talk-colleagues","4"
1355,"Addiction","how-often-talk-family","4"
1355,"Addiction","important","7"
1355,"Addiction","interesting","7"
1355,"Addiction","learn-more","7"
1355,"Addiction","understandable","3"
1355,"Cognitive Skills","controversial","2"
1355,"Cognitive Skills","familiar","2"
1355,"Cognitive Skills","heard-of-last-week","no"
1355,"Cognitive Skills","how-often-talk-colleagues","3"
1355,"Cognitive Skills","how-often-talk-family","2"
1355,"Cognitive Skills","important","5"
1355,"Cognitive Skills","interesting","5"
1355,"Cognitive Skills","learn-more","4"
1355,"Cognitive Skills","understandable","3"
1355,"Socioeconomic Inequality","controversial","7"
1355,"Socioeconomic Inequality","familiar","5"
1355,"Socioeconomic Inequality","heard-of-last-week","yes"
1355,"Socioeconomic Inequality","how-often-talk-colleagues","4"
1355,"Socioeconomic Inequality","how-often-talk-family","4"
1355,"Socioeconomic Inequality","important","6"
1355,"Socioeconomic Inequality","interesting","6"
1355,"Socioeconomic Inequality","learn-more","6"
1355,"Socioeconomic Inequality","understandable","3"
1355,"Neuroscience","controversial","2"
1355,"Neuroscience","familiar","2"
1355,"Neuroscience","heard-of-last-week","no"
1355,"Neuroscience","how-often-talk-colleagues","3"
1355,"Neuroscience","how-often-talk-family","1"
1355,"Neuroscience","important","6"
1355,"Neuroscience","interesting","4"
1355,"Neuroscience","learn-more","4"
1355,"Neuroscience","understandable","2"
1355,"Health","controversial","5"
1355,"Health","familiar","6"
1355,"Health","heard-of-last-week","yes"
1355,"Health","how-often-talk-colleagues","7"
1355,"Health","how-often-talk-family","4"
1355,"Health","important","7"
1355,"Health","interesting","7"
1355,"Health","learn-more","7"
1355,"Health","understandable","3"
1355,"Sports","controversial","2"
1355,"Sports","familiar","3"
1355,"Sports","heard-of-last-week","yes"
1355,"Sports","how-often-talk-colleagues","4"
1355,"Sports","how-often-talk-family","4"
1355,"Sports","important","4"
1355,"Sports","interesting","4"
1355,"Sports","learn-more","5"
1355,"Sports","understandable","2"
1355,"Covid","controversial","7"
1355,"Covid","familiar","5"
1355,"Covid","heard-of-last-week","yes"
1355,"Covid","how-often-talk-colleagues","4"
1355,"Covid","how-often-talk-family","4"
1355,"Covid","important","6"
1355,"Covid","interesting","6"
1355,"Covid","learn-more","6"
1355,"Covid","understandable","4"
1355,"Politics","controversial","7"
1355,"Politics","familiar","5"
1355,"Politics","heard-of-last-week","yes"
1355,"Politics","how-often-talk-colleagues","3"
1355,"Politics","how-often-talk-family","3"
1355,"Politics","important","4"
1355,"Politics","interesting","3"
1355,"Politics","learn-more","3"
1355,"Politics","understandable","2"
1355,"AI","controversial","3"
1355,"AI","familiar","5"
1355,"AI","heard-of-last-week","yes"
1355,"AI","how-often-talk-colleagues","5"
1355,"AI","how-often-talk-family","3"
1355,"AI","important","7"
1355,"AI","interesting","7"
1355,"AI","learn-more","6"
1355,"AI","understandable","2"
1355,"Self-control","controversial","4"
1355,"Self-control","familiar","5"
1355,"Self-control","heard-of-last-week","yes"
1355,"Self-control","how-often-talk-colleagues","5"
1355,"Self-control","how-often-talk-family","5"
1355,"Self-control","important","7"
1355,"Self-control","interesting","7"
1355,"Self-control","learn-more","7"
1355,"Self-control","understandable","3"
1355,"Gender Inequality","controversial","6"
1355,"Gender Inequality","familiar","5"
1355,"Gender Inequality","heard-of-last-week","no"
