"addresscountryname","city_actual","rating_reviewcount","center1distance","center1label","center2distance","center2label","neighbourhood","price","price_night","s_city","starrating","rating2_ta","rating2_ta_reviewcount","accommodationtype","guestreviewsrating","scarce_room","hotel_id","offer","offer_cat","year","month","weekend","holiday"
"Austria","Vienna",527,"0.8 miles","City centre","2.0 miles","Donauturm","Leopoldstadt",106,"price for 1 night","Vienna",4,4,739,"_ACCOM_TYPE@Hotel","4.1 /5",1,22182,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",637,"0.8 miles","City centre","2.0 miles","Donauturm","Leopoldstadt",100,"price for 1 night","Vienna",4,4,584,"_ACCOM_TYPE@Hotel","4 /5",1,22183,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",461,"0.7 miles","City centre","2.2 miles","Donauturm","Leopoldstadt",75,"price for 1 night","Vienna",3,4,827,"_ACCOM_TYPE@Hotel","4.1 /5",0,22184,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",3,"0.8 miles","City centre","2.2 miles","Donauturm","Leopoldstadt",84,"price for 1 night","Vienna",3,4,92,"_ACCOM_TYPE@Hotel","2.2 /5",1,22185,0,"0% no offer",2017,11,0,0
"Austria","Vienna",3,"0.8 miles","City centre","2.2 miles","Donauturm","Leopoldstadt",84,"price for 1 night","Vienna",3,4,92,"_ACCOM_TYPE@Hotel","2.2 /5",1,22185,0,"0% no offer",2017,11,0,0
"Austria","Vienna",104,"0.5 miles","City centre","2.3 miles","Donauturm","Leopoldstadt",151,"price for 1 night","Vienna",4,4.5,1272,"_ACCOM_TYPE@Hotel","4.6 /5",0,22187,0,"0% no offer",2017,11,0,0
"Austria","Vienna",90,"0.9 miles","City centre","1.9 miles","Donauturm","Leopoldstadt",87,"price for 1 night","Vienna",3,3.5,314,"_ACCOM_TYPE@Hotel","3.5 /5",0,22188,0,"0% no offer",2017,11,0,0
"Austria","Vienna",75,"0.5 miles","City centre","2.3 miles","Donauturm","Leopoldstadt",117,"price for 1 night","Vienna",4,4.5,836,"_ACCOM_TYPE@Hotel","4.4 /5",1,22189,0,"0% no offer",2017,11,0,0
"Austria","Vienna",139,"1.9 miles","City centre","1.9 miles","Donauturm","Leopoldstadt",120,"price for 1 night","Vienna",4,4,807,"_ACCOM_TYPE@Hotel","4.5 /5",0,22190,1,"50%-75% offer",2017,11,0,0
"Austria","Vienna",NA,"0.8 miles","City centre","2.1 miles","Donauturm","Leopoldstadt",132,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment",NA,1,22191,0,"0% no offer",2017,11,0,0
"Austria","Vienna",41,"0.9 miles","City centre","1.9 miles","Donauturm","Leopoldstadt",68,"price for 1 night","Vienna",2.5,4,85,"_ACCOM_TYPE@Hotel","3.9 /5",0,22192,0,"0% no offer",2017,11,0,0
"Austria","Vienna",122,"1.9 miles","City centre","4.7 miles","Donauturm","Margareten",383,"price for 1 night","Vienna",3,4,382,"_ACCOM_TYPE@Hotel","4 /5",1,22193,0,"0% no offer",2017,11,0,0
"Austria","Vienna",6,"1.6 miles","City centre","4.4 miles","Donauturm","Margareten",160,"price for 1 night","Vienna",4,NA,NA,"_ACCOM_TYPE@Apartment","4.3 /5",1,22194,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",NA,"2.0 miles","City centre","4.8 miles","Donauturm","Margareten",135,"price for 1 night","Vienna",2,NA,NA,"_ACCOM_TYPE@Apartment",NA,1,22195,0,"0% no offer",2017,11,0,0
"Austria","Vienna",137,"2.0 miles","City centre","4.8 miles","Donauturm","Margareten",111,"price for 1 night","Vienna",4.5,4.5,659,"_ACCOM_TYPE@Hotel","4.5 /5",0,22196,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",144,"1.5 miles","City centre","4.3 miles","Donauturm","Margareten",174,"price for 1 night","Vienna",4,4.5,1650,"_ACCOM_TYPE@Hotel","4.3 /5",0,22198,0,"0% no offer",2017,11,0,0
"Austria","Vienna",80,"2.0 miles","City centre","4.7 miles","Donauturm","Margareten",63,"price for 1 night","Vienna",3,3.5,335,"_ACCOM_TYPE@Hotel","3.5 /5",0,22199,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",11,"1.4 miles","City centre","4.2 miles","Donauturm","Margareten",73,"price for 1 night","Vienna",3,NA,NA,"_ACCOM_TYPE@Apartment","4.3 /5",1,22200,0,"0% no offer",2017,11,0,0
"Austria","Vienna",58,"1.5 miles","City centre","4.3 miles","Donauturm","Margareten",100,"price for 1 night","Vienna",3.5,4.5,15,"_ACCOM_TYPE@Hotel","4.5 /5",0,22201,0,"0% no offer",2017,11,0,0
"Austria","Vienna",NA,"1.7 miles","City centre","4.4 miles","Donauturm","Margareten",162,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment",NA,1,22202,0,"0% no offer",2017,11,0,0
"Austria","Vienna",303,"1.4 miles","City centre","4.2 miles","Donauturm","Margareten",86,"price for 1 night","Vienna",4,3.5,1708,"_ACCOM_TYPE@Hotel","3.9 /5",0,22203,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",NA,"1.9 miles","City centre","4.7 miles","Donauturm","Margareten",103,"price for 1 night","Vienna",3,NA,NA,"_ACCOM_TYPE@Guest House",NA,1,22204,0,"0% no offer",2017,11,0,0
"Austria","Vienna",82,"1.8 miles","City centre","4.5 miles","Donauturm","Margareten",67,"price for 1 night","Vienna",3,4,909,"_ACCOM_TYPE@Hotel","4 /5",0,22205,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",248,"1.3 miles","City centre","4.1 miles","Donauturm","Margareten",129,"price for 1 night","Vienna",4,4,372,"_ACCOM_TYPE@Hotel","4.1 /5",0,22206,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",151,"1.9 miles","City centre","4.6 miles","Donauturm","Margareten",80,"price for 1 night","Vienna",3,4,161,"_ACCOM_TYPE@Apartment","4.1 /5",1,22208,1,"50%-75% offer",2017,11,0,0
"Austria","Vienna",7,"1.9 miles","City centre","4.7 miles","Donauturm","Margareten",131,"price for 1 night","Vienna",2,NA,NA,"_ACCOM_TYPE@Apartment","3.2 /5",1,22209,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",2,"1.6 miles","City centre","4.3 miles","Donauturm","Margareten",150,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment","5 /5",1,22210,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",3,"1.1 miles","City centre","3.9 miles","Donauturm","Mariahilf",159,"price for 1 night","Vienna",3,NA,NA,"_ACCOM_TYPE@Apartment","4.6 /5",1,22211,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",85,"1.3 miles","City centre","4.1 miles","Donauturm","Mariahilf",86,"price for 1 night","Vienna",3,4,383,"_ACCOM_TYPE@Hotel","4 /5",1,22212,0,"0% no offer",2017,11,0,0
"Austria","Vienna",3,"0.9 miles","City centre","3.6 miles","Donauturm","Mariahilf",96,"price for 1 night","Vienna",2,NA,NA,"_ACCOM_TYPE@Hotel","3.7 /5",1,22213,0,"0% no offer",2017,11,0,0
"Austria","Vienna",258,"0.7 miles","City centre","3.4 miles","Donauturm","Mariahilf",131,"price for 1 night","Vienna",4,4,682,"_ACCOM_TYPE@Hotel","4.1 /5",0,22214,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",13,"2.0 miles","City centre","4.7 miles","Donauturm","Mariahilf",103,"price for 1 night","Vienna",4,NA,NA,"_ACCOM_TYPE@Apartment","4.1 /5",1,22215,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",95,"1.0 mile","City centre","3.8 miles","Donauturm","Mariahilf",85,"price for 1 night","Vienna",2,4,618,"_ACCOM_TYPE@Hotel","4 /5",0,22217,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",44,"1.4 miles","City centre","4.2 miles","Donauturm","Mariahilf",80,"price for 1 night","Vienna",3,3.5,170,"_ACCOM_TYPE@Hotel","3.9 /5",0,22218,0,"0% no offer",2017,11,0,0
"Austria","Vienna",125,"1.1 miles","City centre","3.9 miles","Donauturm","Mariahilf",93,"price for 1 night","Vienna",4,4,410,"_ACCOM_TYPE@Hotel","4 /5",1,22219,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",5,"1.8 miles","City centre","4.6 miles","Donauturm","Mariahilf",81,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment","4.5 /5",1,22221,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",161,"1.9 miles","City centre","4.6 miles","Donauturm","Mariahilf",77,"price for 1 night","Vienna",3,4,2102,"_ACCOM_TYPE@Hotel","4 /5",0,22222,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",210,"0.8 miles","City centre","3.6 miles","Donauturm","Mariahilf",140,"price for 1 night","Vienna",4,5,1495,"_ACCOM_TYPE@Hotel","4.8 /5",1,22223,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",264,"1.0 mile","City centre","3.8 miles","Donauturm","Mariahilf",99,"price for 1 night","Vienna",4,4,1228,"_ACCOM_TYPE@Hotel","4 /5",1,22224,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",49,"1.1 miles","City centre","3.9 miles","Donauturm","Mariahilf",75,"price for 1 night","Vienna",4,4,151,"_ACCOM_TYPE@Pension","4.1 /5",1,22225,0,"0% no offer",2017,11,0,0
"Austria","Vienna",162,"1.4 miles","City centre","4.1 miles","Donauturm","Mariahilf",105,"price for 1 night","Vienna",4,4.5,716,"_ACCOM_TYPE@Hotel","4.4 /5",0,22226,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",581,"1.7 miles","City centre","4.4 miles","Donauturm","Mariahilf",100,"price for 1 night","Vienna",3.5,4.5,1414,"_ACCOM_TYPE@Hotel","4.5 /5",0,22227,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",55,"1.0 mile","City centre","3.8 miles","Donauturm","Mariahilf",89,"price for 1 night","Vienna",3,4,67,"_ACCOM_TYPE@Pension","3.7 /5",1,22228,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",39,"1.1 miles","City centre","3.9 miles","Donauturm","Mariahilf",82,"price for 1 night","Vienna",3,3.5,78,"_ACCOM_TYPE@Hotel","3.9 /5",0,22229,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",484,"1.8 miles","City centre","4.5 miles","Donauturm","Mariahilf",82,"price for 1 night","Vienna",4,4,1150,"_ACCOM_TYPE@Hotel","3.9 /5",0,22230,0,"0% no offer",2017,11,0,0
"Austria","Vienna",NA,"1.8 miles","City centre","4.5 miles","Donauturm","Mariahilf",88,"price for 1 night","Vienna",3,NA,NA,"_ACCOM_TYPE@Apartment",NA,1,22231,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",NA,"1.6 miles","City centre","4.4 miles","Donauturm","Mariahilf",150,"price for 1 night","Vienna",3,NA,NA,"_ACCOM_TYPE@Apartment",NA,1,22233,0,"0% no offer",2017,11,0,0
"Austria","Vienna",10,"1.6 miles","City centre","4.4 miles","Donauturm","Mariahilf",134,"price for 1 night","Vienna",2,NA,NA,"_ACCOM_TYPE@Apartment","3.7 /5",1,22234,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",45,"1.9 miles","City centre","4.7 miles","Donauturm","Mariahilf",87,"price for 1 night","Vienna",4,4,290,"_ACCOM_TYPE@Hotel","3.5 /5",0,22235,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",98,"1.6 miles","City centre","4.3 miles","Donauturm","Mariahilf",100,"price for 1 night","Vienna",4,3.5,372,"_ACCOM_TYPE@Hotel","3.7 /5",0,22236,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",239,"1.6 miles","City centre","4.3 miles","Donauturm","Mariahilf",84,"price for 1 night","Vienna",4,4,561,"_ACCOM_TYPE@Hotel","4.3 /5",0,22237,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",170,"0.9 miles","City centre","3.7 miles","Donauturm","Mariahilf",52,"price for 1 night","Vienna",2,4,112,"_ACCOM_TYPE@Hotel","3.7 /5",1,22238,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",100,"0.8 miles","City centre","3.5 miles","Donauturm","Neubau",98,"price for 1 night","Vienna",4,4,650,"_ACCOM_TYPE@Hotel","3.7 /5",1,22239,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",310,"0.7 miles","City centre","3.4 miles","Donauturm","Neubau",333,"price for 1 night","Vienna",5,5,1523,"_ACCOM_TYPE@Hotel","4.9 /5",0,22240,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",305,"1.8 miles","City centre","4.4 miles","Donauturm","Neubau",99,"price for 1 night","Vienna",3,4,1171,"_ACCOM_TYPE@Hotel","4.1 /5",0,22241,0,"0% no offer",2017,11,0,0
"Austria","Vienna",105,"1.5 miles","City centre","4.1 miles","Donauturm","Neubau",77,"price for 1 night","Vienna",3,4,98,"_ACCOM_TYPE@Bed and breakfast","4 /5",1,22243,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",6,"1.6 miles","City centre","4.3 miles","Donauturm","Neubau",160,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment","4.6 /5",1,22244,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",1,"1.6 miles","City centre","4.3 miles","Donauturm","Neubau",160,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment","5 /5",1,22245,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",141,"1.6 miles","City centre","4.2 miles","Donauturm","Neubau",76,"price for 1 night","Vienna",3,3.5,265,"_ACCOM_TYPE@Hotel","3.5 /5",0,22246,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",14,"1.6 miles","City centre","4.1 miles","Donauturm","Neubau",89,"price for 1 night","Vienna",3,4,36,"_ACCOM_TYPE@Bed and breakfast","4.4 /5",1,22247,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",6,"0.8 miles","City centre","3.6 miles","Donauturm","Neubau",113,"price for 1 night","Vienna",3,NA,NA,"_ACCOM_TYPE@Hotel","3.7 /5",1,22248,0,"0% no offer",2017,11,0,0
"Austria","Vienna",328,"0.9 miles","City centre","3.6 miles","Donauturm","Neubau",110,"price for 1 night","Vienna",4,4.5,2436,"_ACCOM_TYPE@Hotel","4.4 /5",0,22249,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",123,"1.0 mile","City centre","3.7 miles","Donauturm","Neubau",184,"price for 1 night","Vienna",4,4.5,2431,"_ACCOM_TYPE@Hotel","4.6 /5",0,22250,1,"50%-75% offer",2017,11,0,0
"Austria","Vienna",181,"1.7 miles","City centre","4.2 miles","Donauturm","Neubau",33,"price for 1 night","Vienna",2,3.5,308,"_ACCOM_TYPE@Hotel","3.2 /5",0,22251,1,"50%-75% offer",2017,11,0,0
"Austria","Vienna",77,"1.0 mile","City centre","3.8 miles","Donauturm","Neubau",1012,"price for 1 night","Vienna",3,4,364,"_ACCOM_TYPE@Hotel","4.3 /5",1,22252,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",308,"1.7 miles","City centre","4.4 miles","Donauturm","Neubau",99,"price for 1 night","Vienna",4,4,612,"_ACCOM_TYPE@Hotel","4.1 /5",0,22253,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",54,"0.8 miles","City centre","3.5 miles","Donauturm","Neubau",122,"price for 1 night","Vienna",3,4,143,"_ACCOM_TYPE@Hotel","3.9 /5",1,22254,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",544,"1.7 miles","City centre","4.3 miles","Donauturm","Neubau",122,"price for 1 night","Vienna",4,4,978,"_ACCOM_TYPE@Hotel","4.3 /5",0,22255,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",359,"1.7 miles","City centre","4.3 miles","Donauturm","Neubau",105,"price for 1 night","Vienna",4,4,816,"_ACCOM_TYPE@Hotel","4 /5",0,22256,0,"0% no offer",2017,11,0,0
"Austria","Vienna",3,"1.7 miles","City centre","4.2 miles","Donauturm","Neubau",98,"price for 1 night","Vienna",4,NA,NA,"_ACCOM_TYPE@Apartment","5 /5",1,22257,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",NA,"1.4 miles","City centre","4.1 miles","Donauturm","Neubau",92,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment",NA,1,22258,0,"0% no offer",2017,11,0,0
"Austria","Vienna",98,"1.4 miles","City centre","4.0 miles","Donauturm","Neubau",109,"price for 1 night","Vienna",4,4,582,"_ACCOM_TYPE@Hotel","4 /5",0,22259,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",54,"1.2 miles","City centre","3.9 miles","Donauturm","Neubau",105,"price for 1 night","Vienna",3,4.5,412,"_ACCOM_TYPE@Hotel","4.1 /5",1,22260,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",22,"2.0 miles","City centre","4.4 miles","Donauturm","Ottakring",133,"price for 1 night","Vienna",2,NA,NA,"_ACCOM_TYPE@Apartment","3.2 /5",1,22265,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",4,"2.3 miles","City centre","4.6 miles","Donauturm","Ottakring",133,"price for 1 night","Vienna",2.5,NA,NA,"_ACCOM_TYPE@Apartment","4.3 /5",1,22266,0,"0% no offer",2017,11,0,0
"Austria","Vienna",69,"3.1 miles","City centre","5.2 miles","Donauturm","Ottakring",52,"price for 1 night","Vienna",3,3.5,193,"_ACCOM_TYPE@Hotel","3.5 /5",0,22268,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",17,"1.8 miles","City centre","4.1 miles","Donauturm","Ottakring",134,"price for 1 night","Vienna",2,NA,NA,"_ACCOM_TYPE@Apartment","3.7 /5",1,22269,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",83,"4.1 miles","City centre","6.0 miles","Donauturm","Ottakring",80,"price for 1 night","Vienna",4,4,265,"_ACCOM_TYPE@Hotel","4 /5",0,22271,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",36,"2.9 miles","City centre","5.3 miles","Donauturm","Rudolfsheim-Funfhaus",91,"price for 1 night","Vienna",2,4,42,"_ACCOM_TYPE@Hotel","4 /5",1,22272,0,"0% no offer",2017,11,0,0
"Austria","Vienna",NA,"2.6 miles","City centre","5.2 miles","Donauturm","Rudolfsheim-Funfhaus",129,"price for 1 night","Vienna",4,NA,NA,"_ACCOM_TYPE@Apartment",NA,1,22273,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",153,"1.9 miles","City centre","4.6 miles","Donauturm","Rudolfsheim-Funfhaus",47,"price for 1 night","Vienna",2,3.5,549,"_ACCOM_TYPE@Hostel","3.7 /5",1,22274,0,"0% no offer",2017,11,0,0
"Austria","Vienna",136,"1.8 miles","City centre","4.4 miles","Donauturm","Rudolfsheim-Funfhaus",70,"price for 1 night","Vienna",4,3.5,1020,"_ACCOM_TYPE@Hotel","3.9 /5",0,22275,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",17,"2.3 miles","City centre","4.9 miles","Donauturm","Rudolfsheim-Funfhaus",88,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment","2.2 /5",1,22276,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",156,"1.9 miles","City centre","4.5 miles","Donauturm","Rudolfsheim-Funfhaus",136,"price for 1 night","Vienna",3,4.5,1452,"_ACCOM_TYPE@Hotel","4.5 /5",0,22277,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",81,"2.1 miles","City centre","4.8 miles","Donauturm","Rudolfsheim-Funfhaus",80,"price for 1 night","Vienna",3,4,464,"_ACCOM_TYPE@Hotel","4.1 /5",1,22279,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",40,"2.3 miles","City centre","4.9 miles","Donauturm","Rudolfsheim-Funfhaus",131,"price for 1 night","Vienna",2,NA,NA,"_ACCOM_TYPE@Apartment","3.9 /5",1,22280,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",54,"2.4 miles","City centre","4.9 miles","Donauturm","Rudolfsheim-Funfhaus",81,"price for 1 night","Vienna",3,4.5,635,"_ACCOM_TYPE@Hotel","4.1 /5",1,22281,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",13,"2.5 miles","City centre","5.1 miles","Donauturm","Rudolfsheim-Funfhaus",133,"price for 1 night","Vienna",2,NA,NA,"_ACCOM_TYPE@Apartment","3.7 /5",0,22284,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",225,"3.6 miles","City centre","6.1 miles","Donauturm","Rudolfsheim-Funfhaus",66,"price for 1 night","Vienna",4,3.5,388,"_ACCOM_TYPE@Hotel","3.7 /5",1,22285,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",144,"2.8 miles","City centre","5.5 miles","Donauturm","Rudolfsheim-Funfhaus",77,"price for 1 night","Vienna",3,4,241,"_ACCOM_TYPE@Hotel","4 /5",0,22286,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",2,"1.8 miles","City centre","4.4 miles","Donauturm","Rudolfsheim-Funfhaus",121,"price for 1 night","Vienna",3,NA,NA,"_ACCOM_TYPE@Apartment","4.5 /5",1,22287,0,"0% no offer",2017,11,0,0
"Austria","Vienna",525,"2.1 miles","City centre","4.8 miles","Donauturm","Rudolfsheim-Funfhaus",69,"price for 1 night","Vienna",4,3.5,399,"_ACCOM_TYPE@Hotel","3.7 /5",0,22288,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",113,"2.1 miles","City centre","4.8 miles","Donauturm","Rudolfsheim-Funfhaus",83,"price for 1 night","Vienna",3,4,260,"_ACCOM_TYPE@Hotel","4.1 /5",0,22289,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",10,"1.9 miles","City centre","4.6 miles","Donauturm","Rudolfsheim-Funfhaus",53,"price for 1 night","Vienna",2,4.5,604,"_ACCOM_TYPE@Hostel","4.1 /5",1,22290,0,"0% no offer",2017,11,0,0
"Austria","Vienna",2,"2.7 miles","City centre","5.3 miles","Donauturm","Rudolfsheim-Funfhaus",133,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Apartment","4 /5",1,22291,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",78,"1.8 miles","City centre","4.5 miles","Donauturm","Rudolfsheim-Funfhaus",77,"price for 1 night","Vienna",4,3,212,"_ACCOM_TYPE@Hotel","3.9 /5",0,22293,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",69,"2.0 miles","City centre","4.7 miles","Donauturm","Rudolfsheim-Funfhaus",48,"price for 1 night","Vienna",2,4.5,945,"_ACCOM_TYPE@Hostel","4.5 /5",1,22294,0,"0% no offer",2017,11,0,0
"Austria","Vienna",314,"2.9 miles","City centre","5.5 miles","Donauturm","Rudolfsheim-Funfhaus",142,"price for 1 night","Vienna",4.5,4,831,"_ACCOM_TYPE@Hotel","4.3 /5",0,22295,1,"50%-75% offer",2017,11,0,0
"Austria","Vienna",134,"1.7 miles","City centre","4.3 miles","Donauturm","Rudolfsheim-Funfhaus",121,"price for 1 night","Vienna",4,4,7,"_ACCOM_TYPE@Hotel","3.9 /5",0,22296,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",38,"3.6 miles","City centre","6.2 miles","Donauturm","Schonbrunn",68,"price for 1 night","Vienna",3,4,116,"_ACCOM_TYPE@Hotel","3.5 /5",1,22299,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",65,"2.0 miles","City centre","4.8 miles","Donauturm","Schonbrunn",63,"price for 1 night","Vienna",3,3.5,199,"_ACCOM_TYPE@Hotel","3.7 /5",0,22300,0,"0% no offer",2017,11,0,0
"Austria","Vienna",92,"2.1 miles","City centre","4.9 miles","Donauturm","Schonbrunn",101,"price for 1 night","Vienna",3,4.5,187,"_ACCOM_TYPE@Hotel","4.5 /5",0,22301,0,"0% no offer",2017,11,0,0
"Austria","Vienna",100,"2.6 miles","City centre","5.4 miles","Donauturm","Schonbrunn",75,"price for 1 night","Vienna",4,3.5,309,"_ACCOM_TYPE@Hotel","3.7 /5",0,22302,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",910,"3.6 miles","City centre","6.2 miles","Donauturm","Schonbrunn",156,"price for 1 night","Vienna",4,4,1122,"_ACCOM_TYPE@Hotel","4.3 /5",0,22303,0,"0% no offer",2017,11,0,0
"Austria","Vienna",79,"3.7 miles","City centre","6.3 miles","Donauturm","Schonbrunn",56,"price for 1 night","Vienna",3,4,177,"_ACCOM_TYPE@Hotel","3.5 /5",0,22304,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",1541,"2.4 miles","City centre","5.2 miles","Donauturm","Schonbrunn",82,"price for 1 night","Vienna",3.5,4.5,1245,"_ACCOM_TYPE@Hotel","4.5 /5",0,22306,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",183,"2.6 miles","City centre","5.4 miles","Donauturm","Schonbrunn",82,"price for 1 night","Vienna",4,4,1148,"_ACCOM_TYPE@Hotel","4.4 /5",0,22307,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",30,"4.1 miles","City centre","6.8 miles","Donauturm","Schonbrunn",106,"price for 1 night","Vienna",3,3,69,"_ACCOM_TYPE@Hotel","3.7 /5",1,22309,0,"0% no offer",2017,11,0,0
"Austria","Vienna",24,"3.1 miles","City centre","5.9 miles","Donauturm","Schonbrunn",85,"price for 1 night","Vienna",3,3,114,"_ACCOM_TYPE@Hotel","2.7 /5",1,22310,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",18,"2.6 miles","City centre","5.4 miles","Donauturm","Schonbrunn",83,"price for 1 night","Vienna",3.5,NA,NA,"_ACCOM_TYPE@Hotel","4.5 /5",1,22311,1,"15-50% offer",2017,11,0,0
"Austria","Vienna",140,"2.9 miles","City centre","5.6 miles","Donauturm","Schonbrunn",92,"price for 1 night","Vienna",4,4,753,"_ACCOM_TYPE@Hotel","4.1 /5",0,22312,1,"1-15% offer",2017,11,0,0
"Austria","Vienna",14,"2.3 miles","City centre","5.1 miles","Donauturm","Schonbrunn",169,"price for 1 night","Vienna",3,NA,NA,"_ACCOM_TYPE@Apartment","4.3 /5",1,22314,0,"0% no offer",2017,11,0,0
"Austria","Vienna",8,"2.7 miles","City centre","5.4 miles","Donauturm","Schonbrunn",77,"price for 1 night","Vienna",3,4.5,79,"_ACCOM_TYPE@Guest House","3.5 /5",1,22315,1,"15-50% offer",2017,11,0,0
"Austria","Schwechat",333,"11 miles","City centre","11 miles","Donauturm","Schwechat",92,"price for 1 night","Vienna",3,4,196,"_ACCOM_TYPE@Hotel","4.3 /5",0,22317,0,"0% no offer",2017,11,0,0
"Austria","Schwechat",923,"11 miles","City centre","11 miles","Donauturm","Schwechat",166,"price for 1 night","Vienna",4,4,2400,"_ACCOM_TYPE@Hotel","4 /5",0,22318,1,"1-15% offer",2017,11,0,0
"Austria","Schwechat",122,"7.7 miles","City centre","7.9 miles","Donauturm","Schwechat",137,"price for 1 night","Vienna",4,3.5,191,"_ACCOM_TYPE@Hotel","3.7 /5",1,22319,0,"0% no offer",2017,11,0,0
"Austria","Schwechat",26,"7.7 miles","City centre","7.9 miles","Donauturm","Schwechat",99,"price for 1 night","Vienna",3,3.5,191,"_ACCOM_TYPE@Hotel","3.7 /5",0,22320,0,"0% no offer",2017,11,0,0
"Austria","Schwechat",73,"7.8 miles","City centre","8.0 miles","Donauturm","Schwechat",140,"price for 1 night","Vienna",4,4,127,"_ACCOM_TYPE@Hotel","3.5 /5",1,22321,0,"0% no offer",2017,11,0,0
"Austria","Schwechat",161,"6.3 miles","City centre","6.9 miles","Donauturm","Schwechat",80,"price for 1 night","Vienna",3,3.5,247,"_ACCOM_TYPE@Hotel","3.2 /5",0,22322,0,"0% no offer",2017,11,0,0
